Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
    0 9.705 9.705 9.705 9.705 9.705 9.464 8.997 8.659 8.338 8.012 7.671 7.306 6.909 6.477 5.995 5.453 4.824 4.078 3.125 1.638 0.000 0.000 0.000 0.000 0.000
    1 9.705 9.705 9.705 9.705 9.705 9.444 8.994 8.661 8.343 8.018 7.678 7.315 6.920 6.488 6.006 5.464 4.841 4.096 3.142 1.672 0.000 0.000 0.000 0.000 0.000
    2 9.706 9.706 9.706 9.706 9.706 9.416 8.984 8.656 8.338 8.017 7.681 7.320 6.928 6.499 6.023 5.487 4.871 4.140 3.213 1.823 0.000 0.000 0.000 0.000 0.000
    3 9.706 9.706 9.706 9.706 9.706 9.382 8.970 8.646 8.334 8.013 7.678 7.320 6.932 6.511 6.045 5.518 4.915 4.209 3.328 2.062 0.000 0.000 0.000 0.000 0.000
    4 9.707 9.707 9.707 9.707 9.707 9.349 8.952 8.633 8.321 8.005 7.673 7.322 6.939 6.523 6.066 5.552 4.976 4.295 3.466 2.330 0.000 0.000 0.000 0.000 0.000
    5 9.707 9.707 9.707 9.707 9.707 9.314 8.933 8.618 8.309 7.995 7.665 7.318 6.943 6.535 6.089 5.591 5.035 4.390 3.611 2.590 0.541 0.000 0.000 0.000 0.000
    6 9.708 9.708 9.708 9.708 9.708 9.282 8.913 8.600 8.295 7.983 7.661 7.314 6.946 6.544 6.109 5.630 5.094 4.481 3.751 2.826 1.352 0.000 0.000 0.000 0.000
    7 9.708 9.708 9.708 9.708 9.708 9.253 8.894 8.584 8.281 7.973 7.651 7.313 6.948 6.560 6.134 5.670 5.151 4.563 3.878 3.026 1.794 0.000 0.000 0.000 0.000
    8 9.709 9.709 9.709 9.709 9.709 9.230 8.878 8.570 8.271 7.965 7.647 7.309 6.954 6.568 6.154 5.699 5.200 4.633 3.983 3.183 2.095 0.000 0.000 0.000 0.000
    9 9.709 9.709 9.709 9.709 9.709 9.213 8.864 8.559 8.260 7.957 7.641 7.308 6.955 6.577 6.169 5.727 5.238 4.689 4.058 3.298 2.298 0.000 0.000 0.000 0.000
