Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
    0 10.992 10.992 10.992 10.992 10.992 10.992 10.992 10.992 10.460 9.798 9.290 8.807 8.315 7.792 7.217 6.578 5.828 4.922 3.726 1.685 0.000 0.000 0.000 0.000 0.000
    1 10.990 10.990 10.990 10.990 10.990 10.990 10.990 10.990 10.436 9.792 9.288 8.807 8.318 7.797 7.225 6.583 5.836 4.930 3.734 1.685 0.000 0.000 0.000 0.000 0.000
    2 10.988 10.988 10.988 10.988 10.988 10.988 10.988 10.988 10.394 9.770 9.274 8.798 8.312 7.793 7.227 6.594 5.857 4.966 3.804 1.892 0.000 0.000 0.000 0.000 0.000
    3 10.986 10.986 10.986 10.986 10.986 10.986 10.986 10.986 10.336 9.737 9.249 8.780 8.296 7.785 7.228 6.605 5.885 5.025 3.916 2.214 0.000 0.000 0.000 0.000 0.000
    4 10.985 10.985 10.985 10.985 10.985 10.985 10.985 10.985 10.274 9.698 9.218 8.756 8.277 7.775 7.226 6.615 5.922 5.098 4.062 2.568 0.000 0.000 0.000 0.000 0.000
    5 10.983 10.983 10.983 10.983 10.983 10.983 10.983 10.983 10.206 9.656 9.185 8.725 8.255 7.761 7.225 6.629 5.959 5.182 4.217 2.901 0.000 0.000 0.000 0.000 0.000
    6 10.982 10.982 10.982 10.982 10.982 10.982 10.982 10.982 10.142 9.612 9.151 8.698 8.233 7.747 7.222 6.649 6.006 5.261 4.364 3.184 0.984 0.000 0.000 0.000 0.000
    7 10.981 10.981 10.981 10.981 10.981 10.981 10.981 10.981 10.088 9.572 9.117 8.671 8.216 7.738 7.225 6.668 6.045 5.339 4.495 3.423 1.725 0.000 0.000 0.000 0.000
    8 10.980 10.980 10.980 10.980 10.980 10.980 10.980 10.980 10.040 9.538 9.090 8.650 8.201 7.731 7.229 6.684 6.085 5.401 4.602 3.602 2.151 0.000 0.000 0.000 0.000
    9 10.980 10.980 10.980 10.980 10.980 10.980 10.980 10.906 10.004 9.510 9.069 8.632 8.190 7.725 7.233 6.697 6.114 5.451 4.683 3.739 2.419 0.000 0.000 0.000 0.000
   10 10.980 10.980 10.980 10.980 10.980 10.980 10.980 10.772 9.983 9.494 9.053 8.623 8.181 7.722 7.235 6.709 6.133 5.484 4.735 3.827 2.583 0.000 0.000 0.000 0.000
   11 10.981 10.981 10.981 10.981 10.981 10.981 10.981 10.742 9.974 9.487 9.048 8.615 8.179 7.720 7.236 6.712 6.140 5.502 4.761 3.865 2.654 0.000 0.000 0.000 0.000
   12 10.981 10.981 10.981 10.981 10.981 10.981 10.981 10.768 9.978 9.489 9.049 8.618 8.176 7.717 7.233 6.710 6.134 5.492 4.751 3.855 2.640 0.000 0.000 0.000 0.000
   13 10.983 10.983 10.983 10.983 10.983 10.983 10.983 10.886 9.997 9.501 9.057 8.621 8.179 7.721 7.231 6.698 6.119 5.470 4.714 3.798 2.541 0.000 0.000 0.000 0.000
   14 10.984 10.984 10.984 10.984 10.984 10.984 10.984 10.984 10.031 9.524 9.075 8.633 8.186 7.719 7.224 6.685 6.092 5.426 4.646 3.690 2.344 0.000 0.000 0.000 0.000
   15 10.986 10.986 10.986 10.986 10.986 10.986 10.986 10.986 10.081 9.558 9.099 8.652 8.198 7.720 7.213 6.661 6.055 5.364 4.550 3.534 2.023 0.000 0.000 0.000 0.000
   16 10.988 10.988 10.988 10.988 10.988 10.988 10.988 10.988 10.144 9.601 9.132 8.676 8.214 7.726 7.207 6.640 6.007 5.287 4.424 3.320 1.503 0.000 0.000 0.000 0.000
   17 10.990 10.990 10.990 10.990 10.990 10.990 10.990 10.990 10.221 9.650 9.169 8.704 8.232 7.736 7.199 6.613 5.957 5.197 4.274 3.046 0.207 0.000 0.000 0.000 0.000
   18 10.993 10.993 10.993 10.993 10.993 10.993 10.993 10.993 10.309 9.704 9.213 8.739 8.255 7.745 7.197 6.589 5.906 5.096 4.101 2.708 0.000 0.000 0.000 0.000 0.000
   19 10.995 10.995 10.995 10.995 10.995 10.995 10.995 10.995 10.409 9.760 9.255 8.770 8.278 7.762 7.197 6.570 5.850 5.001 3.915 2.293 0.000 0.000 0.000 0.000 0.000
   20 10.998 10.998 10.998 10.998 10.998 10.998 10.998 10.998 10.514 9.814 9.294 8.800 8.300 7.774 7.197 6.551 5.804 4.905 3.736 1.804 0.000 0.000 0.000 0.000 0.000
   21 11.001 11.001 11.001 11.001 11.001 11.001 11.001 11.001 10.622 9.857 9.325 8.824 8.320 7.783 7.194 6.536 5.769 4.830 3.577 1.253 0.000 0.000 0.000 0.000 0.000
   22 11.003 11.003 11.003 11.003 11.003 11.003 11.003 11.003 10.710 9.890 9.345 8.840 8.328 7.785 7.190 6.523 5.742 4.779 3.473 0.711 0.000 0.000 0.000 0.000 0.000
   23 11.006 11.006 11.006 11.006 11.006 11.006 11.006 11.006 10.796 9.904 9.352 8.844 8.325 7.782 7.184 6.514 5.727 4.760 3.446 0.534 0.000 0.000 0.000 0.000 0.000
   24 11.008 11.008 11.008 11.008 11.008 11.008 11.008 11.008 10.827 9.906 9.347 8.835 8.318 7.768 7.176 6.505 5.721 4.772 3.489 0.942 0.000 0.000 0.000 0.000 0.000
   25 11.010 11.010 11.010 11.010 11.010 11.010 11.010 11.010 10.786 9.891 9.330 8.818 8.300 7.754 7.162 6.498 5.734 4.811 3.588 1.450 0.000 0.000 0.000 0.000 0.000
   26 11.011 11.011 11.011 11.011 11.011 11.011 11.011 11.011 10.704 9.862 9.305 8.791 8.277 7.734 7.148 6.500 5.756 4.865 3.726 1.902 0.000 0.000 0.000 0.000 0.000
   27 11.013 11.013 11.013 11.013 11.013 11.013 11.013 11.013 10.632 9.826 9.275 8.763 8.251 7.717 7.140 6.507 5.783 4.935 3.864 2.282 0.000 0.000 0.000 0.000 0.000
   28 11.013 11.013 11.013 11.013 11.013 11.013 11.013 11.013 10.545 9.785 9.242 8.735 8.231 7.699 7.133 6.516 5.816 5.003 4.004 2.595 0.000 0.000 0.000 0.000 0.000
   29 11.014 11.014 11.014 11.014 11.014 11.014 11.014 11.014 10.465 9.746 9.212 8.711 8.207 7.689 7.135 6.527 5.851 5.074 4.124 2.848 0.000 0.000 0.000 0.000 0.000
