Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
    0 12.014 12.014 12.014 12.014 12.014 12.014 12.014 12.014 12.014 12.014 12.014 11.015 10.136 9.397 8.659 7.860 6.929 5.748 3.948 0.000 0.000 0.000 0.000 0.000 0.000
    1 12.010 12.010 12.010 12.010 12.010 12.010 12.010 12.010 12.010 12.010 12.010 10.996 10.130 9.396 8.661 7.866 6.934 5.750 3.938 0.000 0.000 0.000 0.000 0.000 0.000
    2 12.006 12.006 12.006 12.006 12.006 12.006 12.006 12.006 12.006 12.006 12.006 10.941 10.096 9.373 8.644 7.855 6.937 5.770 4.023 0.000 0.000 0.000 0.000 0.000 0.000
    3 12.002 12.002 12.002 12.002 12.002 12.002 12.002 12.002 12.002 12.002 12.002 10.861 10.043 9.333 8.616 7.833 6.932 5.804 4.179 0.000 0.000 0.000 0.000 0.000 0.000
    4 11.999 11.999 11.999 11.999 11.999 11.999 11.999 11.999 11.999 11.999 11.999 10.763 9.980 9.279 8.576 7.809 6.931 5.857 4.373 1.264 0.000 0.000 0.000 0.000 0.000
    5 11.996 11.996 11.996 11.996 11.996 11.996 11.996 11.996 11.996 11.996 11.996 10.657 9.906 9.221 8.530 7.781 6.937 5.921 4.566 2.256 0.000 0.000 0.000 0.000 0.000
    6 11.994 11.994 11.994 11.994 11.994 11.994 11.994 11.994 11.994 11.994 11.791 10.557 9.833 9.166 8.490 7.763 6.949 5.983 4.749 2.850 0.000 0.000 0.000 0.000 0.000
    7 11.992 11.992 11.992 11.992 11.992 11.992 11.992 11.992 11.992 11.992 11.487 10.467 9.768 9.117 8.456 7.748 6.964 6.051 4.908 3.267 0.000 0.000 0.000 0.000 0.000
    8 11.991 11.991 11.991 11.991 11.991 11.991 11.991 11.991 11.991 11.991 11.318 10.393 9.713 9.074 8.427 7.741 6.984 6.107 5.040 3.559 0.000 0.000 0.000 0.000 0.000
    9 11.990 11.990 11.990 11.990 11.990 11.990 11.990 11.990 11.990 11.990 11.207 10.338 9.671 9.045 8.409 7.739 6.999 6.154 5.133 3.764 0.944 0.000 0.000 0.000 0.000
   10 11.990 11.990 11.990 11.990 11.990 11.990 11.990 11.990 11.990 11.990 11.141 10.304 9.646 9.026 8.399 7.738 7.012 6.188 5.201 3.896 1.499 0.000 0.000 0.000 0.000
   11 11.991 11.991 11.991 11.991 11.991 11.991 11.991 11.991 11.991 11.991 11.116 10.287 9.635 9.017 8.393 7.736 7.016 6.203 5.231 3.954 1.701 0.000 0.000 0.000 0.000
