Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
    0 11.517 11.517 11.517 11.517 11.517 11.517 11.517 11.517 11.517 10.685 9.970 9.397 8.855 8.313 7.744 7.140 6.473 5.717 4.828 3.696 1.902 0.000 0.000 0.000 0.000
    1 11.514 11.514 11.514 11.514 11.514 11.514 11.514 11.514 11.514 10.647 9.950 9.386 8.850 8.308 7.748 7.143 6.487 5.738 4.857 3.741 2.010 0.000 0.000 0.000 0.000
    2 11.511 11.511 11.511 11.511 11.511 11.511 11.511 11.511 11.511 10.634 9.945 9.384 8.850 8.310 7.750 7.149 6.489 5.737 4.859 3.736 1.992 0.000 0.000 0.000 0.000
    3 11.508 11.508 11.508 11.508 11.508 11.508 11.508 11.508 11.508 10.642 9.955 9.394 8.860 8.320 7.755 7.150 6.480 5.724 4.824 3.676 1.835 0.000 0.000 0.000 0.000
    4 11.506 11.506 11.506 11.506 11.506 11.506 11.506 11.506 11.506 10.673 9.978 9.414 8.876 8.333 7.762 7.151 6.468 5.690 4.764 3.559 1.532 0.000 0.000 0.000 0.000
    5 11.504 11.504 11.504 11.504 11.504 11.504 11.504 11.504 11.504 10.722 10.011 9.442 8.901 8.353 7.773 7.150 6.450 5.648 4.675 3.379 0.792 0.000 0.000 0.000 0.000
    6 11.502 11.502 11.502 11.502 11.502 11.502 11.502 11.502 11.502 10.792 10.055 9.479 8.931 8.377 7.788 7.149 6.429 5.591 4.562 3.133 0.000 0.000 0.000 0.000 0.000
    7 11.501 11.501 11.501 11.501 11.501 11.501 11.501 11.501 11.501 10.874 10.104 9.523 8.969 8.408 7.807 7.155 6.409 5.531 4.423 2.813 0.000 0.000 0.000 0.000 0.000
    8 11.500 11.500 11.500 11.500 11.500 11.500 11.500 11.500 11.500 10.967 10.155 9.564 9.006 8.436 7.833 7.159 6.392 5.468 4.276 2.401 0.000 0.000 0.000 0.000 0.000
    9 11.500 11.500 11.500 11.500 11.500 11.500 11.500 11.500 11.500 11.067 10.200 9.605 9.044 8.469 7.854 7.171 6.380 5.413 4.130 1.925 0.000 0.000 0.000 0.000 0.000
   10 11.500 11.500 11.500 11.500 11.500 11.500 11.500 11.500 11.500 11.162 10.239 9.632 9.069 8.494 7.870 7.177 6.373 5.371 4.008 1.314 0.000 0.000 0.000 0.000 0.000
   11 11.501 11.501 11.501 11.501 11.501 11.501 11.501 11.501 11.501 11.243 10.263 9.652 9.083 8.503 7.881 7.186 6.365 5.348 3.932 0.674 0.000 0.000 0.000 0.000 0.000
   12 11.502 11.502 11.502 11.502 11.502 11.502 11.502 11.502 11.502 11.281 10.269 9.655 9.087 8.506 7.882 7.181 6.363 5.346 3.919 0.600 0.000 0.000 0.000 0.000 0.000
   13 11.504 11.504 11.504 11.504 11.504 11.504 11.504 11.504 11.504 11.254 10.257 9.643 9.075 8.495 7.871 7.172 6.361 5.359 3.977 1.173 0.000 0.000 0.000 0.000 0.000
   14 11.506 11.506 11.506 11.506 11.506 11.506 11.506 11.506 11.506 11.181 10.234 9.620 9.052 8.469 7.848 7.158 6.361 5.387 4.085 1.783 0.000 0.000 0.000 0.000 0.000
   15 11.508 11.508 11.508 11.508 11.508 11.508 11.508 11.508 11.508 11.094 10.197 9.588 9.017 8.442 7.824 7.147 6.366 5.435 4.224 2.293 0.000 0.000 0.000 0.000 0.000
   16 11.511 11.511 11.511 11.511 11.511 11.511 11.511 11.511 11.511 11.007 10.153 9.548 8.983 8.408 7.801 7.137 6.380 5.488 4.361 2.707 0.000 0.000 0.000 0.000 0.000
   17 11.514 11.514 11.514 11.514 11.514 11.514 11.514 11.514 11.514 10.928 10.111 9.511 8.947 8.378 7.780 7.128 6.395 5.542 4.494 3.025 0.000 0.000 0.000 0.000 0.000
   18 11.518 11.518 11.518 11.518 11.518 11.518 11.518 11.518 11.518 10.864 10.072 9.474 8.916 8.352 7.763 7.124 6.414 5.597 4.606 3.274 0.000 0.000 0.000 0.000 0.000
   19 11.522 11.522 11.522 11.522 11.522 11.522 11.522 11.522 11.522 10.817 10.041 9.448 8.892 8.333 7.747 7.120 6.430 5.639 4.693 3.457 1.233 0.000 0.000 0.000 0.000
   20 11.526 11.526 11.526 11.526 11.526 11.526 11.526 11.526 11.526 10.790 10.022 9.429 8.875 8.320 7.742 7.122 6.439 5.669 4.753 3.577 1.630 0.000 0.000 0.000 0.000
   21 11.530 11.530 11.530 11.530 11.530 11.530 11.530 11.530 11.530 10.786 10.012 9.419 8.866 8.310 7.735 7.118 6.445 5.686 4.785 3.637 1.817 0.000 0.000 0.000 0.000
   22 11.534 11.534 11.534 11.534 11.534 11.534 11.534 11.534 11.534 10.808 10.020 9.420 8.864 8.308 7.731 7.117 6.444 5.684 4.792 3.652 1.857 0.000 0.000 0.000 0.000
   23 11.537 11.537 11.537 11.537 11.537 11.537 11.537 11.537 11.537 10.857 10.041 9.434 8.871 8.309 7.729 7.109 6.432 5.669 4.765 3.609 1.759 0.000 0.000 0.000 0.000
   24 11.541 11.541 11.541 11.541 11.541 11.541 11.541 11.541 11.541 10.939 10.075 9.457 8.886 8.316 7.730 7.101 6.411 5.633 4.706 3.518 1.515 0.000 0.000 0.000 0.000
   25 11.544 11.544 11.544 11.544 11.544 11.544 11.544 11.544 11.544 11.061 10.125 9.491 8.908 8.330 7.733 7.094 6.387 5.588 4.628 3.371 1.049 0.000 0.000 0.000 0.000
   26 11.547 11.547 11.547 11.547 11.547 11.547 11.547 11.547 11.547 11.262 10.184 9.530 8.939 8.351 7.738 7.087 6.360 5.526 4.520 3.167 0.000 0.000 0.000 0.000 0.000
   27 11.549 11.549 11.549 11.549 11.549 11.549 11.549 11.549 11.549 11.549 10.255 9.579 8.973 8.374 7.750 7.076 6.326 5.463 4.392 2.903 0.000 0.000 0.000 0.000 0.000
   28 11.550 11.550 11.550 11.550 11.550 11.550 11.550 11.550 11.550 11.550 10.327 9.630 9.014 8.405 7.766 7.074 6.300 5.391 4.248 2.570 0.000 0.000 0.000 0.000 0.000
   29 11.551 11.551 11.551 11.551 11.551 11.551 11.551 11.551 11.551 11.551 10.395 9.683 9.055 8.434 7.787 7.076 6.276 5.323 4.097 2.150 0.000 0.000 0.000 0.000 0.000
   30 11.550 11.550 11.550 11.550 11.550 11.550 11.550 11.550 11.550 11.550 10.457 9.725 9.092 8.463 7.807 7.083 6.256 5.264 3.943 1.666 0.000 0.000 0.000 0.000 0.000
   31 11.549 11.549 11.549 11.549 11.549 11.549 11.549 11.549 11.549 11.549 10.500 9.758 9.118 8.489 7.824 7.091 6.247 5.216 3.819 0.962 0.000 0.000 0.000 0.000 0.000
   32 11.547 11.547 11.547 11.547 11.547 11.547 11.547 11.547 11.547 11.547 10.522 9.778 9.140 8.506 7.838 7.102 6.247 5.188 3.726 0.000 0.000 0.000 0.000 0.000 0.000
   33 11.545 11.545 11.545 11.545 11.545 11.545 11.545 11.545 11.545 11.545 10.517 9.778 9.145 8.514 7.849 7.109 6.252 5.185 3.697 0.000 0.000 0.000 0.000 0.000 0.000
   34 11.541 11.541 11.541 11.541 11.541 11.541 11.541 11.541 11.541 11.541 10.492 9.766 9.136 8.510 7.851 7.114 6.264 5.204 3.727 0.000 0.000 0.000 0.000 0.000 0.000
   35 11.537 11.537 11.537 11.537 11.537 11.537 11.537 11.537 11.537 11.537 10.443 9.738 9.117 8.499 7.843 7.119 6.275 5.240 3.813 0.513 0.000 0.000 0.000 0.000 0.000
   36 11.533 11.533 11.533 11.533 11.533 11.533 11.533 11.533 11.533 11.533 10.384 9.698 9.088 8.480 7.833 7.119 6.295 5.288 3.937 1.331 0.000 0.000 0.000 0.000 0.000
   37 11.528 11.528 11.528 11.528 11.528 11.528 11.528 11.528 11.528 11.528 10.316 9.655 9.057 8.458 7.819 7.121 6.320 5.350 4.078 1.893 0.000 0.000 0.000 0.000 0.000
