Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
    0 5.456 5.440 5.405 5.358 5.304 5.245 5.182 5.105 5.016 4.913 4.796 4.664 4.515 4.350 4.164 3.957 3.719 3.456 3.149 2.797 2.363 1.814 0.952 0.000 0.000
    1 5.484 5.467 5.433 5.387 5.332 5.275 5.210 5.135 5.047 4.945 4.828 4.696 4.549 4.385 4.201 3.994 3.763 3.499 3.204 2.856 2.435 1.907 1.121 0.000 0.000
    2 5.511 5.494 5.460 5.414 5.359 5.302 5.239 5.162 5.074 4.973 4.857 4.725 4.578 4.416 4.232 4.029 3.798 3.534 3.239 2.895 2.482 1.964 1.206 0.000 0.000
    3 5.536 5.520 5.486 5.440 5.385 5.328 5.265 5.189 5.100 4.999 4.882 4.750 4.604 4.442 4.255 4.051 3.820 3.560 3.258 2.914 2.497 1.974 1.220 0.000 0.000
    4 5.560 5.544 5.510 5.463 5.410 5.352 5.289 5.213 5.124 5.021 4.906 4.772 4.626 4.461 4.272 4.065 3.830 3.567 3.264 2.908 2.487 1.946 1.193 0.000 0.000
    5 5.581 5.565 5.531 5.485 5.432 5.374 5.310 5.234 5.143 5.040 4.923 4.790 4.641 4.473 4.284 4.071 3.833 3.562 3.252 2.888 2.450 1.882 1.054 0.000 0.000
    6 5.599 5.583 5.549 5.503 5.449 5.391 5.327 5.251 5.161 5.054 4.935 4.803 4.649 4.479 4.287 4.070 3.826 3.548 3.226 2.850 2.395 1.792 0.819 0.000 0.000
    7 5.613 5.597 5.563 5.517 5.463 5.405 5.340 5.263 5.172 5.067 4.946 4.808 4.654 4.481 4.285 4.063 3.812 3.526 3.193 2.802 2.317 1.665 0.376 0.000 0.000
    8 5.623 5.606 5.573 5.527 5.472 5.414 5.350 5.273 5.179 5.074 4.951 4.812 4.656 4.480 4.279 4.054 3.792 3.500 3.156 2.748 2.234 1.543 0.000 0.000 0.000
    9 5.628 5.612 5.578 5.532 5.478 5.420 5.354 5.276 5.184 5.076 4.953 4.812 4.653 4.472 4.271 4.036 3.775 3.471 3.116 2.688 2.149 1.409 0.000 0.000 0.000
   10 5.628 5.612 5.578 5.532 5.478 5.419 5.354 5.275 5.181 5.074 4.949 4.808 4.647 4.463 4.256 4.024 3.756 3.443 3.080 2.640 2.067 1.264 0.000 0.000 0.000
   11 5.623 5.607 5.573 5.528 5.473 5.415 5.348 5.271 5.175 5.069 4.944 4.798 4.637 4.453 4.246 4.008 3.737 3.419 3.049 2.597 2.011 1.154 0.000 0.000 0.000
   12 5.613 5.597 5.563 5.517 5.463 5.405 5.337 5.260 5.166 5.058 4.932 4.787 4.626 4.439 4.232 3.994 3.720 3.406 3.031 2.576 1.985 1.103 0.000 0.000 0.000
   13 5.598 5.582 5.548 5.503 5.447 5.388 5.323 5.243 5.149 5.041 4.916 4.773 4.612 4.425 4.218 3.980 3.709 3.395 3.024 2.572 1.986 1.085 0.000 0.000 0.000
   14 5.579 5.563 5.528 5.482 5.427 5.369 5.302 5.223 5.129 5.021 4.896 4.755 4.594 4.410 4.206 3.971 3.700 3.389 3.026 2.586 2.017 1.156 0.000 0.000 0.000
   15 5.555 5.539 5.504 5.458 5.403 5.344 5.278 5.199 5.107 4.998 4.875 4.732 4.573 4.395 4.191 3.959 3.694 3.388 3.032 2.608 2.060 1.257 0.000 0.000 0.000
   16 5.528 5.511 5.477 5.430 5.375 5.316 5.251 5.172 5.078 4.971 4.848 4.710 4.551 4.372 4.174 3.945 3.687 3.392 3.044 2.628 2.109 1.364 0.000 0.000 0.000
   17 5.497 5.480 5.445 5.399 5.344 5.284 5.220 5.140 5.049 4.943 4.820 4.681 4.527 4.349 4.153 3.931 3.680 3.388 3.051 2.651 2.154 1.462 0.000 0.000 0.000
   18 5.464 5.447 5.412 5.365 5.310 5.252 5.186 5.107 5.017 4.910 4.791 4.655 4.501 4.326 4.130 3.911 3.663 3.381 3.052 2.665 2.184 1.528 0.000 0.000 0.000
   19 5.429 5.412 5.377 5.330 5.274 5.216 5.151 5.072 4.982 4.877 4.756 4.622 4.468 4.298 4.106 3.889 3.645 3.363 3.046 2.666 2.198 1.569 0.262 0.000 0.000
